section,symbol_type,symbol,size_bytes,vma,runtime_region,lma,load_region
.data,OBJECT,reqTaskId,1,0x20001198,?,0x000165B4,?
.data,OBJECT,appTaskID,1,0x20001197,?,0x000165B3,?
.data,OBJECT,GATTServApp_TaskID,1,0x20001196,?,0x000165B2,?
.data,OBJECT,nextHandle,2,0x20001194,?,0x000165B0,?
.bss,OBJECT,attrLen,2,0x200012F4,?,-,-
.bss,OBJECT,pAttrValue,4,0x200012F0,?,-,-
.bss,OBJECT,serviceCBsList,4,0x20001308,?,-,-
.bss,OBJECT,pServiceList,4,0x20001304,?,-,-
.data,OBJECT,gattService,8,0x2000119C,?,0x000165B8,?
.bss,OBJECT,gattAddService,1,0x2000130C,?,-,-
.bss,OBJECT,gattAttrTbl,64,0x2000231C,?,-,-
.bss,OBJECT,indCharCfg,4,0x200012F8,?,-,-
.bss,OBJECT,gattServiceCBs,12,0x2000235C,?,-,-
.bss,OBJECT,prepareWritesTbl,4,0x20001300,?,-,-
.bss,OBJECT,serverInfoTbl,4,0x200012FC,?,-,-
.text,FUNC,gattServerNotifyTxCB,38,0x000065C6,?,0x000065C6,?
.text,FUNC,gattProcessReadByGrpTypeReq,76,0x00006AAE,?,0x00006AAE,?
.text,FUNC,gattProcessReadByTypeReq,46,0x00006AFA,?,0x00006AFA,?
.text,FUNC,gattProcessFindByTypeValueReq,46,0x00006B28,?,0x00006B28,?
.text,FUNC,gattProcessFindInfoReq,366,0x00006B56,?,0x00006B56,?
.text,FUNC,gattProcessWriteReq,52,0x00006DAE,?,0x00006DAE,?
.text,FUNC,gattProcessPrepareWriteReq,52,0x00006E4E,?,0x00006E4E,?
.bss,OBJECT,rsp,24,0x20002368,?,-,-
.text,FUNC,gattProcessReadMultiReq,154,0x0000751A,?,0x0000751A,?
.text,FUNC,gattProcessReadReq,48,0x000075B4,?,0x000075B4,?
.text,FUNC,l2capSendFCPkt.part.0,98,0x00008662,?,0x00008662,?
.text,FUNC,l2capBuildParamUpdateReq,44,0x00008864,?,0x00008864,?
.text,FUNC,reportStatusChange,62,0x000088F8,?,0x000088F8,?
.text,FUNC,smStartRspTimer,52,0x00008E32,?,0x00008E32,?
.text,FUNC,smpBuildPairingReqRsp,142,0x000099BE,?,0x000099BE,?
.bss,OBJECT,pfnAdvertiseEventCBs,4,0x2000132C,?,-,-
.text,FUNC,ll_adv_legacy_rsp_tx_process,146,0x0000B504,?,0x0000B504,?
.text,FUNC,llEncRsp,4,0x0000C4C2,?,0x0000C4C2,?
.text,FUNC,llRejectInd,110,0x0000C4C6,?,0x0000C4C6,?
.text,FUNC,llRejectIndExt,110,0x0000C534,?,0x0000C534,?
.text,FUNC,LL_RxLenUpdate,124,0x0000C5A2,?,0x0000C5A2,?
.text,FUNC,llConnectionUpdateInd,154,0x0000C61E,?,0x0000C61E,?
.text,FUNC,llTerminateInd,28,0x0000C6B8,?,0x0000C6B8,?
.text,FUNC,llStartEncRsp,58,0x0000C6D4,?,0x0000C6D4,?
.text,FUNC,llUnknowRsp,122,0x0000C70E,?,0x0000C70E,?
.text,FUNC,llPauseEncReq,30,0x0000C788,?,0x0000C788,?
.text,FUNC,llPauseEncRsp,58,0x0000C7A6,?,0x0000C7A6,?
.text,FUNC,llVersionInd,132,0x0000C7E0,?,0x0000C7E0,?
.text,FUNC,llPHYReq,90,0x0000C864,?,0x0000C864,?
.text,FUNC,llPHYUpdateIND,108,0x0000C8BE,?,0x0000C8BE,?
.text,FUNC,llConnectionParamReq,296,0x0000C92A,?,0x0000C92A,?
.text,FUNC,llFeatureReq,102,0x0000CA52,?,0x0000CA52,?
.text,FUNC,llChannelMapReq,98,0x0000CAB8,?,0x0000CAB8,?
.text,FUNC,llLengthRsp,86,0x0000CB1A,?,0x0000CB1A,?
.text,FUNC,llLengthReq,76,0x0000CB70,?,0x0000CB70,?
.text,FUNC,llEncReq,304,0x0000CBBC,?,0x0000CBBC,?
.text,FUNC,llPingRsp,4,0x0000CCEC,?,0x0000CCEC,?
.text,FUNC,llPHYRsp,4,0x0000CCF0,?,0x0000CCF0,?
.text,FUNC,llStartEncReq,4,0x0000CCF4,?,0x0000CCF4,?
.text,FUNC,llFeatureRsp,4,0x0000CCF8,?,0x0000CCF8,?
.text,FUNC,llSlaveFeatureReq,4,0x0000CCFC,?,0x0000CCFC,?
.text,FUNC,llConnectionParamRsp,4,0x0000CD00,?,0x0000CD00,?
.text,FUNC,llPingReq,4,0x0000CD04,?,0x0000CD04,?
.text,FUNC,llAdvertisingReportReport,4,0x0000D1B2,?,0x0000D1B2,?
.text,FUNC,llRemoteConnectionParamRequestReport,44,0x0000D1B6,?,0x0000D1B6,?
.text,FUNC,llDirectedAdvertisingConnectionCompleteReport,80,0x0000D1E2,?,0x0000D1E2,?
.text,FUNC,llConnectCompleteReport,110,0x0000D232,?,0x0000D232,?
.text,FUNC,llPHYUpdateCompleteReport,62,0x0000D2A0,?,0x0000D2A0,?
.text,FUNC,llDataLengthChangeReport,56,0x0000D2DE,?,0x0000D2DE,?
.text,FUNC,llRemoteConnectParamRequestReport,70,0x0000D316,?,0x0000D316,?
.text,FUNC,llLTKRequestedReport,36,0x0000D35C,?,0x0000D35C,?
.text,FUNC,llReadRemoteFeatureCompleteReport,46,0x0000D380,?,0x0000D380,?
.text,FUNC,llConnectUpdateCompleteReport,60,0x0000D3AE,?,0x0000D3AE,?
.text,FUNC,llDirectAdvertisingReportReport,4,0x0000D3EA,?,0x0000D3EA,?
.text,FUNC,llCancelConnectionCompleteReport,4,0x0000D3EE,?,0x0000D3EE,?
.text,FUNC,llReadLocalP256PublicKeyCompleteReport,4,0x0000D3F2,?,0x0000D3F2,?
.text,FUNC,llGenerateDHKEYCompleteReport,4,0x0000D3F6,?,0x0000D3F6,?
.text,FUNC,llEnhancedConnectCompleteReport,4,0x0000D3FA,?,0x0000D3FA,?
.text,FUNC,llDataPackageReport,114,0x0000D57E,?,0x0000D57E,?
.text,FUNC,ll_slave_tx_process,232,0x0000D5F0,?,0x0000D5F0,?
.text,FUNC,ll_slave_listern,1864,0x0000D6D8,?,0x0000D6D8,?
.text,FUNC,llSlaveSetFirstTimer,278,0x0000DEE2,?,0x0000DEE2,?
.bss,OBJECT,nCO2401,1,0x20001365,?,-,-
.bss,OBJECT,nGA2401,1,0x20001364,?,-,-
.bss,OBJECT,nCO2440,1,0x20001363,?,-,-
.bss,OBJECT,nGA2440,1,0x20001362,?,-,-
.bss,OBJECT,nCO2480,1,0x20001361,?,-,-
.bss,OBJECT,nGA2480,1,0x20001360,?,-,-
.bss,OBJECT,ftuneFlag,2,0x2000135E,?,-,-
.bss,OBJECT,fragment.0,1,0x2000136C,?,-,-
.text,FUNC,gapBondMgrInvertCharCfgItem,34,0x0000FEFA,?,0x0000FEFA,?
.text,FUNC,mainRecordNvID_Erase,60,0x0000FF1C,?,0x0000FF1C,?
.text,FUNC,gapBondMgrBondTotal,90,0x0000FF58,?,0x0000FF58,?
.bss,OBJECT,gapBondMax,1,0x2000137D,?,-,-
.bss,OBJECT,bonds,4,0x20001380,?,-,-
.text,FUNC,gapBondMgrFindEmpty,78,0x0000FFB2,?,0x0000FFB2,?
.text,FUNC,gapBondFreeAuthEvt,42,0x00010000,?,0x00010000,?
.bss,OBJECT,pAuthEvt,4,0x20001378,?,-,-
.bss,OBJECT,bondIdx,1,0x2000137C,?,-,-
.text,FUNC,gapBondMgrEraseBonding,294,0x0001002A,?,0x0001002A,?
.bss,OBJECT,gapBondMgr_TaskID,1,0x20001395,?,-,-
.text,FUNC,gapBondMgr_SyncWhiteList,88,0x00010150,?,0x00010150,?
.text,FUNC,gapBondSetupPrivFlag,38,0x000101A8,?,0x000101A8,?
.text,FUNC,gapBondMgrReadBonds,150,0x000101CE,?,0x000101CE,?
.bss,OBJECT,autoSyncWhiteList,1,0x2000137F,?,-,-
.text,FUNC,gapBondMgrSendServiceChange,10,0x00010264,?,0x00010264,?
.text,FUNC,gapBondMgrFindAddr,88,0x0001026E,?,0x0001026E,?
.text,FUNC,gapBondMgrAddBond,592,0x000102C6,?,0x000102C6,?
.text,FUNC,gapBondPairStateCB,50,0x00010516,?,0x00010516,?
.bss,OBJECT,pGapPeriBondCB,4,0x20001384,?,-,-
.text,FUNC,gapBondMgrChangeState.constprop.0,106,0x00010548,?,0x00010548,?
.text,FUNC,gapBondMgrEraseAllBondings.isra.0,48,0x000105B2,?,0x000105B2,?
.text,FUNC,gapBondMgrGetPublicAddr.isra.0,66,0x000105E2,?,0x000105E2,?
.text,FUNC,gapBondMgrUpdateCharCfg,236,0x00010624,?,0x00010624,?
.bss,OBJECT,gattCCFlag,1,0x20001388,?,-,-
.bss,OBJECT,gapBond_Peri_OOBData,16,0x20002454,?,-,-
.bss,OBJECT,gapBond_Peri_PairingMode,1,0x20001394,?,-,-
.bss,OBJECT,gapBond_Peri_IOCap,1,0x20001393,?,-,-
.bss,OBJECT,gapBond_Peri_OOBDataFlag,1,0x20001392,?,-,-
.bss,OBJECT,gapBond_Peri_AuthReq,1,0x20001391,?,-,-
.bss,OBJECT,gapBond_Peri_KeyDistList,1,0x20001390,?,-,-
.bss,OBJECT,gapBond_Peri_Passcode,4,0x2000138C,?,-,-
.bss,OBJECT,gapBond_AutoFail,1,0x20001389,?,-,-
.data,OBJECT,gapBond_AutoFailReason,1,0x200011A8,?,0x000165C4,?
.data,OBJECT,gapBond_KeySize,1,0x200011A7,?,0x000165C3,?
.bss,OBJECT,eraseAllBonds,1,0x2000137E,?,-,-
.bss,OBJECT,pAttr.1,4,0x20001370,?,-,-
.bss,OBJECT,service.0,2,0x2000136E,?,-,-
.text,FUNC,ggs_SetAttrWPermit,106,0x0001153E,?,0x0001153E,?
.text,FUNC,ggs_ReadAttrCB,264,0x000115A8,?,0x000115A8,?
.text,FUNC,ggs_WriteAttrCB,326,0x000116B0,?,0x000116B0,?
.bss,OBJECT,deviceNameLength,1,0x200013A2,?,-,-
.bss,OBJECT,ggs_AppCBs,4,0x200013A4,?,-,-
.bss,OBJECT,ggsAddService,1,0x20001396,?,-,-
.bss,OBJECT,periConnParameters,8,0x20001398,?,-,-
.bss,OBJECT,gapAttrTbl,144,0x20002464,?,-,-
.data,OBJECT,deviceNameCharProps,1,0x200011AD,?,0x000165C9,?
.data,OBJECT,gapService,8,0x20001230,?,0x0001664C,?
.data,OBJECT,appearanceCharProps,1,0x200011AC,?,0x000165C8,?
.data,OBJECT,periConnParamCharProps,1,0x200011AB,?,0x000165C7,?
.bss,OBJECT,appearance,2,0x200013A0,?,-,-
.data,OBJECT,centAddrResCharProps,1,0x200011AA,?,0x000165C6,?
.data,OBJECT,centAddrRes,1,0x200011A9,?,0x000165C5,?
.text,FUNC,sbrk_aligned,86,0x00013886,?,0x00013886,?
.text,FUNC,__sfputc_r,40,0x000139F6,?,0x000139F6,?
.text,FUNC,std,94,0x00014146,?,0x00014146,?
.text,FUNC,stdio_exit_handler,24,0x000141A4,?,0x000141A4,?
.text,FUNC,cleanup_stdio,80,0x000141BC,?,0x000141BC,?
.text,FUNC,global_stdio_init.part.0,66,0x0001420C,?,0x0001420C,?
.text,FUNC,GAP_Bond,88,0x00004990,?,0x00004990,?
.text,FUNC,LL_AddWhiteListDevice,84,0x0000F862,?,0x0000F862,?
.data,OBJECT,gapServiceCBs,12,0x20001114,?,0x00016530,?
.text,FUNC,gattServApp_IsWriteLong,244,0x00006240,?,0x00006240,?
.highcode,FUNC,ll_rx_wait_finish,30,0x20000860,?,0x00000864,?
.text,FUNC,_isatty_r,42,0x000144A4,?,0x000144A4,?
.text,FUNC,ATT_BuildReadRsp,4,0x00003B74,?,0x00003B74,?
.text,FUNC,gapGetDevAddress,36,0x000042EC,?,0x000042EC,?
.text,FUNC,tmos_get_periodic_task_time,36,0x00002A5A,?,0x00002A5A,?
.bss,OBJECT,gDtm_t,12,0x20002448,?,-,-
.text,FUNC,gattServApp_ProcessWriteReq,150,0x000068EC,?,0x000068EC,?
.text,FUNC,LL_ConnectionParamReq,158,0x0000CEC4,?,0x0000CEC4,?
.highcode,FUNC,BB_IRQLibFunction,6,0x2000085A,?,0x0000085E,?
.text,FUNC,gattServApp_ProcessExecuteWriteReq,268,0x000066D6,?,0x000066D6,?
.text,FUNC,_puts_r,152,0x000135EC,?,0x000135EC,?
.text,FUNC,GAPBondMgr_Init,26,0x000113A8,?,0x000113A8,?
.text,FUNC,GAP_ResolvePrivateAddr,4,0x00004A5A,?,0x00004A5A,?
.text,FUNC,_lseek_r,46,0x000144CE,?,0x000144CE,?
.highcode,FUNC,FLASH_ROM_OUT,14,0x20000C86,?,0x00000C8A,?
.highcode,FUNC,TMOS_SystemProcess,452,0x2000058C,?,0x00000590,?
.text,FUNC,l2capFreeChannel,76,0x00007F34,?,0x00007F34,?
.text,FUNC,GATTServApp_AddService,44,0x00007A6E,?,0x00007A6E,?
.text,FUNC,ll_connect_phy_update_dataLen,124,0x0000B92E,?,0x0000B92E,?
.text,FUNC,smSendSMMsg,90,0x00009034,?,0x00009034,?
.text,FUNC,ATT_ParseReadReq,22,0x00003D92,?,0x00003D92,?
.text,FUNC,smProcessPairingReq,44,0x000090C4,?,0x000090C4,?
.bss,OBJECT,lsiFrq,4,0x2000125C,?,-,-
.data,OBJECT,charUserDescUUID,2,0x20001210,?,0x0001662C,?
.text,FUNC,L2CAP_bm_alloc,38,0x0000807A,?,0x0000807A,?
.text,FUNC,smpParseIdentityAddrInfo,50,0x0000929E,?,0x0000929E,?
.text,FUNC,attSendRspMsg,68,0x00003AD6,?,0x00003AD6,?
.text,FUNC,smpBuildPairingRsp,10,0x00009A4C,?,0x00009A4C,?
.text,FUNC,LL_WhitelistAdd,168,0x0000E146,?,0x0000E146,?
.text,FUNC,smpParsePairingConfirm,44,0x00009308,?,0x00009308,?
.text,FUNC,ATT_HandleValueInd,48,0x00003F82,?,0x00003F82,?
.text,FUNC,dataTxTask_ProcessEvent,168,0x0000203A,?,0x0000203A,?
.text,FUNC,GATTServApp_InitCharCfg,38,0x00007AA0,?,0x00007AA0,?
.text,FUNC,printf,40,0x000135C4,?,0x000135C4,?
.text,FUNC,linkDB_State,46,0x00008BAA,?,0x00008BAA,?
.text,FUNC,linkDB_NumActive,42,0x00008AFC,?,0x00008AFC,?
.text,FUNC,smEndPairing,100,0x00008ED0,?,0x00008ED0,?
.text,FUNC,TMOS_ClockRegister,8,0x00002EA8,?,0x00002EA8,?
.bss,OBJECT,pGapAdvertState,4,0x200012B8,?,-,-
.bss,OBJECT,gapRole_AdvEnabled,1,0x200013CE,?,-,-
.bss,OBJECT,gapRole_AdvChanMap,1,0x200013C1,?,-,-
.text,FUNC,smDetermineKeySize,30,0x00009192,?,0x00009192,?
.text,FUNC,__sseek,48,0x00014400,?,0x00014400,?
.data,OBJECT,secondaryServiceUUID,2,0x20001218,?,0x00016634,?
.text,FUNC,__sinit,24,0x0001424E,?,0x0001424E,?
.text,FUNC,__swbuf_r,144,0x0001368E,?,0x0001368E,?
.highcode,FUNC,HardFault_Handler,134,0x2000033E,?,0x00000342,?
.text,FUNC,GATT_RegisterService,224,0x00007924,?,0x00007924,?
.text,FUNC,gapAddAddrAdj,42,0x00004252,?,0x00004252,?
.text,FUNC,ATT_FindByTypeValueRsp,64,0x00003CCC,?,0x00003CCC,?
.text,FUNC,gattResetServerInfo,26,0x0000637A,?,0x0000637A,?
.text,FUNC,linkDB_FindFirst,54,0x00008AB0,?,0x00008AB0,?
.text,FUNC,linkDB_GetSMEvtID,80,0x00008C90,?,0x00008C90,?
.text,FUNC,ATT_ParsePrepareWriteReq,48,0x00003ED6,?,0x00003ED6,?
.text,FUNC,__malloc_unlock,2,0x000139F4,?,0x000139F4,?
.text,FUNC,ble_ll_common_rand16,44,0x000031A6,?,0x000031A6,?
.text,FUNC,GAPBondMgr_PeriSecurityReq,20,0x00010EB0,?,0x00010EB0,?
.text,FUNC,LL_ProcessEvent,66,0x0000B04A,?,0x0000B04A,?
.text,FUNC,ll_connect_set_windowWidening,36,0x0000B764,?,0x0000B764,?
.text,FUNC,GAP_SetParamValue,40,0x00004E6A,?,0x00004E6A,?
.text,FUNC,HAL_ProcessEvent,158,0x000012E8,?,0x000012E8,?
.bss,OBJECT,gapRole_AdvEventType,1,0x200013CB,?,-,-
.text,FUNC,smpParsePairingFailed,26,0x00009334,?,0x00009334,?
.text,FUNC,ll_advertise_filter,104,0x0000B43C,?,0x0000B43C,?
.bss,OBJECT,gptrBBReg,4,0x2000133C,?,-,-
.text,FUNC,GAPRole_PeripheralInit,112,0x000121AE,?,0x000121AE,?
.text,FUNC,TMOS_ProcessEventRegister,42,0x00002F74,?,0x00002F74,?
.text,FUNC,gapRole_PeripheralProcessGAPMsg,440,0x00011A62,?,0x00011A62,?
.text,FUNC,smProcessEncryptChange,140,0x00008FA8,?,0x00008FA8,?
.text,FUNC,GAPRole_UpdatePHY,4,0x000121AA,?,0x000121AA,?
.text,FUNC,l2capProcessReq,90,0x000082BE,?,0x000082BE,?
.text,FUNC,gapFreeAuthLink,74,0x000042A2,?,0x000042A2,?
.text,FUNC,GATT_ServiceChangedInd,134,0x00005CF6,?,0x00005CF6,?
.text,FUNC,smSetPairingReqRsp,44,0x000090F0,?,0x000090F0,?
.text,FUNC,gattServerProcessMsgCB,388,0x00006442,?,0x00006442,?
.bss,OBJECT,gTuneFilter2M,1,0x2000135C,?,-,-
.highcode,FUNC,ll_wait_connect_event,14,0x20000780,?,0x00000784,?
.text,FUNC,gapGetIRK,10,0x0000431A,?,0x0000431A,?
.bss,OBJECT,gBleHostPara,8,0x20001324,?,-,-
.text,FUNC,API_LE_SetExtendedAdvertisingParametersCmd,82,0x0000F626,?,0x0000F626,?
.highcode,FUNC,NMI_Handler,2,0x200003C4,?,0x000003C8,?
.text,FUNC,GATT_bm_free,28,0x00005D7C,?,0x00005D7C,?
.data,OBJECT,gapServiceUUID,2,0x20001224,?,0x00016640,?
.text,FUNC,dataCollectTask_ProcessEvent,264,0x00001EFA,?,0x00001EFA,?
.bss,OBJECT,l2capTaskID,1,0x20001319,?,-,-
.text,FUNC,GAPBondMgr_PeripheralRegister,34,0x00010E8E,?,0x00010E8E,?
.bss,OBJECT,attClientNotifyTxCB,4,0x200012AC,?,-,-
.highcode,FUNC,tmos_memset,64,0x20000500,?,0x00000504,?
.text,FUNC,l2capNotifyData,94,0x00008490,?,0x00008490,?
.data,OBJECT,simpleProfilechar3UUID,2,0x200011E8,?,0x00016604,?
.text,FUNC,ble_ll_set_timeout,34,0x0000E592,?,0x0000E592,?
.text,FUNC,HOST_LE_LongTermKeyRequestEvent,90,0x0000AA74,?,0x0000AA74,?
.text,FUNC,gattServApp_FindPrepareWriteQ,42,0x000061E8,?,0x000061E8,?
.text,FUNC,l2capParseSignalHdr,20,0x0000824A,?,0x0000824A,?
.bss,OBJECT,__stdio_exit_handler,4,0x200013E0,?,-,-
.text,FUNC,gapFreeEstLink,30,0x00004CAA,?,0x00004CAA,?
.text,FUNC,ll_advertise_generated_pdu,170,0x0000B248,?,0x0000B248,?
.text,FUNC,GGS_SetParameter,264,0x0001192E,?,0x0001192E,?
.highcode,FUNC,ll_tx_wait_finish,246,0x20000974,?,0x00000978,?
.text,FUNC,_fstat_r,44,0x00014478,?,0x00014478,?
.text,FUNC,ll_connect_flowcontrol_init,8,0x0000B9CC,?,0x0000B9CC,?
.highcode,FUNC,ble_ll_chkcrc,132,0x200008F0,?,0x000008F4,?
.text,FUNC,LL_ReadRssi,38,0x0000F750,?,0x0000F750,?
.text,FUNC,linkDB_UpdateMTU,40,0x00008BD8,?,0x00008BD8,?
.text,FUNC,sm_ah,128,0x0000A5CE,?,0x0000A5CE,?
.bss,OBJECT,errno,4,0x200013E4,?,-,-
.text,FUNC,L2CAP_CmdReject,18,0x000088D0,?,0x000088D0,?
.text,FUNC,tmos_update_callback_timer,206,0x00002ABE,?,0x00002ABE,?
.text,FUNC,ATT_GetMTU,30,0x00003A06,?,0x00003A06,?
.highcode,FUNC,FLASH_CMD_ROM_WRITE,96,0x20000D4A,?,0x00000D4E,?
.text,FUNC,SetTxPower,90,0x0000E538,?,0x0000E538,?
.text,OBJECT,IOCapMatrix,25,0x0001499C,?,0x0001499C,?
.text,FUNC,GetTxPower,130,0x0000E4B6,?,0x0000E4B6,?
.text,FUNC,gapPasskeyNeededCB,134,0x00004C24,?,0x00004C24,?
.text,FUNC,linkDB_Add,170,0x00008CE0,?,0x00008CE0,?
.bss,OBJECT,RTCTigFlag,4,0x20001260,?,-,-
.text,FUNC,GGS_AddService,44,0x00011A36,?,0x00011A36,?
.text,FUNC,GAP_ParamInit,82,0x00003FD2,?,0x00003FD2,?
.highcode,FUNC,FLASH_ROM_IN,14,0x20000C78,?,0x00000C7C,?
.text,FUNC,GAPRole_PeripheralConnParamUpdateReq,74,0x00011D30,?,0x00011D30,?
.text,FUNC,LL_SendDataPkt,204,0x0000FE2E,?,0x0000FE2E,?
.text,FUNC,ll_connect_parse_datapdu_head,34,0x0000B9AA,?,0x0000B9AA,?
.text,OBJECT,VER_LIB,26,0x00014B78,?,0x00014B78,?
.text,FUNC,HOST_ReadRemoteVersionInfoEvent,62,0x0000ACEA,?,0x0000ACEA,?
.text,FUNC,GAP_PeripheralParamInit,72,0x00005828,?,0x00005828,?
.text,FUNC,LL_SetExtendedScanResponseData,150,0x0000FD0A,?,0x0000FD0A,?
.text,FUNC,tmos_snv_init,162,0x000032F6,?,0x000032F6,?
.text,FUNC,LL_CoreClose,48,0x0000C3DE,?,0x0000C3DE,?
.text,FUNC,UART_DefInit,50,0x00001BAE,?,0x00001BAE,?
.text,FUNC,HSECFG_Capacitance,84,0x000016DC,?,0x000016DC,?
.text,FUNC,sm_c1,118,0x0000911C,?,0x0000911C,?
.text,FUNC,API_LE_SetExtendedScanResponseDataCmd,32,0x0000F698,?,0x0000F698,?
.text,FUNC,SimpleProfile_RegisterAppCBs,14,0x000011D4,?,0x000011D4,?
.bss,OBJECT,gTmosPara,32,0x20002274,?,-,-
.bss,OBJECT,pL2capData,4,0x20001310,?,-,-
.text,FUNC,GAPRole_GetParameter,190,0x00011F04,?,0x00011F04,?
.text,FUNC,GAP_Signable,76,0x00004D96,?,0x00004D96,?
.data,OBJECT,simpleProfilechar5UUID,2,0x200011E0,?,0x000165FC,?
.text,FUNC,ll_connect_procedure_timeout,40,0x0000BEA6,?,0x0000BEA6,?
.text,FUNC,ll_connect_update_dataLen,164,0x0000B88A,?,0x0000B88A,?
.text,FUNC,memcpy,22,0x00000FFE,?,0x00000FFE,?
.text,FUNC,LL_ConnectToStandby,100,0x0000BC26,?,0x0000BC26,?
.text,FUNC,LL_SlaveEnalbe,56,0x0000E10E,?,0x0000E10E,?
.text,FUNC,GAP_Init,76,0x00004ED4,?,0x00004ED4,?
.text,FUNC,SM_ProcessEvent,162,0x000098FA,?,0x000098FA,?
.text,FUNC,API_LE_RemoteConnParamReqReplyCmd,42,0x0000F594,?,0x0000F594,?
.text,FUNC,l2capHandleTimerCB,40,0x00007F80,?,0x00007F80,?
.text,FUNC,__floatsidf,80,0x00013538,?,0x00013538,?
.text,FUNC,GATTServApp_Init,50,0x00007C1C,?,0x00007C1C,?
.text,FUNC,linkDB_Register,32,0x00008B2C,?,0x00008B2C,?
.bss,OBJECT,gapRole_PHYTx,1,0x200013CD,?,-,-
.text,FUNC,LL_LengthRsp,132,0x0000D084,?,0x0000D084,?
.bss,OBJECT,l2capChannels,16,0x200023B0,?,-,-
.text,FUNC,puts,10,0x00013684,?,0x00013684,?
.text,FUNC,LL_RemoteConnParamReqReply,152,0x0000F790,?,0x0000F790,?
.text,FUNC,gapUpdateConnSignCounter,114,0x00004CC8,?,0x00004CC8,?
.data,OBJECT,simpleProfilechar4UUID,2,0x200011E4,?,0x00016600,?
.text,FUNC,l2capNotifyEvent,50,0x00008578,?,0x00008578,?
.bss,OBJECT,MPU6050ReadBuffer,32,0x20001418,?,-,-
.text,FUNC,L2CAP_HostNumCompletedPkts,2,0x00008036,?,0x00008036,?
.text,FUNC,LL_RejectInd,28,0x0000CEA8,?,0x0000CEA8,?
.text,FUNC,GATT_VerifyReadPermissions,104,0x000074B2,?,0x000074B2,?
.text,FUNC,ATT_ParsePacket,136,0x00003942,?,0x00003942,?
.text,FUNC,Peripheral_Init,398,0x00002492,?,0x00002492,?
.text,FUNC,ll_connect_event_continue,162,0x0000BA68,?,0x0000BA68,?
.text,FUNC,ll_connect_set_connect_timeout,56,0x0000B7C0,?,0x0000B7C0,?
.bss,OBJECT,MemCtlEnd,4,0x20001280,?,-,-
.text,FUNC,HOST_CommandStatusEvent,64,0x0000AD82,?,0x0000AD82,?
.text,FUNC,_fstat,12,0x00014592,?,0x00014592,?
.bss,OBJECT,gRssiVal,1,0x20001340,?,-,-
.text,FUNC,tmos_msg_send,144,0x00002904,?,0x00002904,?
.bss,OBJECT,tasksArr,4,0x200012A0,?,-,-
.bss,OBJECT,MemCtlPartition,4,0x20001284,?,-,-
.text,FUNC,gattServApp_FindAuthorizeAttrCB,22,0x0000622A,?,0x0000622A,?
.text,OBJECT,btBaseUUID,16,0x00014840,?,0x00014840,?
.text,FUNC,dataTxTask_init,92,0x000020E2,?,0x000020E2,?
.data,OBJECT,simpleProfilechar1UUID,2,0x200011F0,?,0x0001660C,?
.bss,OBJECT,gapRole_AdvDirectAddr,6,0x200013C4,?,-,-
.text,FUNC,__fixunsdfsi,94,0x000134DA,?,0x000134DA,?
.highcode,FUNC,BB_IRQLibHandler,136,0x200007D2,?,0x000007D6,?
.highcode,FUNC,LLE_IRQLibHandler,284,0x20000A6A,?,0x00000A6E,?
.bss,OBJECT,pfnProcessCBs,4,0x20001294,?,-,-
.text,FUNC,l2capStartTimer,26,0x00007FFC,?,0x00007FFC,?
.text,FUNC,LL_Encrypt,50,0x0000E3C0,?,0x0000E3C0,?
.text,FUNC,FLASH_EEPROM_CMD,298,0x0001221E,?,0x0001221E,?
.text,FUNC,smpBuildPairingReq,10,0x00009BB8,?,0x00009BB8,?
.text,FUNC,RFEND_TXFtune,14,0x0000F454,?,0x0000F454,?
.text,FUNC,smpBuildEncInfo,48,0x00009AB6,?,0x00009AB6,?
.bss,OBJECT,MPU6050WriteBuffer,32,0x200013F8,?,-,-
.text,FUNC,LL_PHYReq,82,0x0000D108,?,0x0000D108,?
.text,FUNC,gapDetermineAddrType,38,0x0000427C,?,0x0000427C,?
.text,FUNC,smpBuildIdentityInfo,48,0x00009B22,?,0x00009B22,?
.bss,OBJECT,pfnClientProcessMsgCB,4,0x200012EC,?,-,-
.text,FUNC,RFEND_RXFilter,140,0x0000E742,?,0x0000E742,?
.text,FUNC,gapGetDevAddressMode,10,0x00004310,?,0x00004310,?
.highcode,FUNC,FLASH_START,54,0x20000D14,?,0x00000D18,?
.text,FUNC,Lib_Write_Flash,52,0x000012B4,?,0x000012B4,?
.text,FUNC,GATTServApp_ReadAttr,690,0x00006F2A,?,0x00006F2A,?
.text,FUNC,_sbrk_r,44,0x0001452A,?,0x0001452A,?
.text,FUNC,SM_PasskeyUpdate,178,0x000095F2,?,0x000095F2,?
.bss,OBJECT,gapRole_PHYRx,1,0x200013CC,?,-,-
.text,FUNC,GAPRole_PeripheralEnable,246,0x00011DCC,?,0x00011DCC,?
.text,FUNC,ATT_ConvertUUIDto128,62,0x0000388A,?,0x0000388A,?
.text,FUNC,gapGetSRK,10,0x00004324,?,0x00004324,?
.text,FUNC,tmos_snv_write,574,0x00003628,?,0x00003628,?
.bss,OBJECT,pGapRolesPeri_AppCGs,4,0x200013A8,?,-,-
.text,FUNC,smProcessDataMsg,164,0x0000934E,?,0x0000934E,?
.text,FUNC,ll_set_connect_event,90,0x0000BB0A,?,0x0000BB0A,?
